"","PlotID","PSU_Cycle","SPCODE","Cover"
"16091","P03771_3","C1","LUDREP","1"
"16092","P03771_3","C1","TYPDOM","30"
"16093","P03772_1","C1","TYPDOM","50"
"16094","P03772_2","C1","CLAJAM","15"
"16095","P03772_2","C1","POLHYD","10"
"16096","P03772_2","C1","SAGLAN","10"
"16097","P03772_2","C1","TYPDOM","20"
"16098","P03772_3","C1","LUDREP","1"
"16099","P03772_3","C1","TYPDOM","40"
"16100","P03775_1","C1","CLAJAM","25"
"16101","P03775_1","C1","POLHYD","5"
"16102","P03775_1","C1","PONCOR","2"
"16103","P03775_1","C1","SARCLA","2"
"16104","P03775_1","C1","TYPDOM","25"
"16105","P03775_2","C1","SARCLA","20"
"16106","P03775_2","C1","TYPDOM","40"
"16107","P03775_3","C1","TYPDOM","50"
"16108","P03777_1","C1","TYPDOM","60"
"16109","P03777_2","C1","TYPDOM","50"
"16110","P03777_3","C1","TYPDOM","50"
"16111","P03778_1","C1","TYPDOM","60"
"16112","P03778_2","C1","CLAJAM","20"
"16113","P03778_2","C1","POLHYD","5"
"16114","P03778_2","C1","TYPDOM","60"
"16115","P03778_3","C1","POLHYD","5"
"16116","P03778_3","C1","TYPDOM","60"
"16117","P03780_1","C1","TYPDOM","35"
"16118","P03780_2","C1","TYPDOM","45"
"16119","P03780_3","C1","TYPDOM","30"
"16120","P03901_1","C1","CLAJAM","5"
"16121","P03901_1","C1","ELECEL","10"
"16122","P03901_2","C1","BACCAR","15"
"16123","P03901_2","C1","CLAJAM","5"
"16124","P03901_2","C1","ELECEL","15"
"16125","P03901_2","C1","PANHEM","5"
"16126","P03901_3","C1","CLAJAM","10"
"16127","P03901_3","C1","ELECEL","10"
"16128","P03901_3","C1","PANHEM","1"
"16129","P03904_1","C1","ELECEL","1"
"16130","P03904_1","C1","NYMODO","5"
"16131","P03904_1","C1","PANHEM","1"
"16132","P03904_1","C1","PASGEM","1"
"16133","P03904_1","C1","UTRFOL","1"
"16134","P03904_1","C1","UTRPUR","10"
"16135","P03904_2","C1","CHARA","2"
"16136","P03904_2","C1","CLAJAM","2"
"16137","P03904_2","C1","ELECEL","5"
"16138","P03904_2","C1","LEEHEX","3"
"16139","P03904_2","C1","NYMAQU","5"
"16140","P03904_2","C1","NYMODO","2"
"16141","P03904_2","C1","UTRGIB","20"
"16142","P03904_2","C1","UTRPUR","5"
"16143","P03904_3","C1","CLAJAM","90"
"16144","P03904_3","C1","CRIAME","4"
"16145","P03904_3","C1","IPOSAG","2"
"16146","P03905_1","C1","BACCAR","1"
"16147","P03905_1","C1","CLAJAM","1"
"16148","P03905_1","C1","ELECEL","1"
"16149","P03905_1","C1","PANHEM","30"
"16150","P03905_1","C1","UTRPUR","1"
"16151","P03905_2","C1","BACCAR","1"
"16152","P03905_2","C1","CLAJAM","65"
"16153","P03905_2","C1","ELECEL","2"
"16154","P03905_2","C1","PANHEM","3"
"16155","P03905_2","C1","UTRPUR","5"
"16156","P03905_3","C1","NYMAQU","1"
"16157","P03905_3","C1","NYMODO","8"
"16158","P03905_3","C1","PANHEM","3"
"16159","P03905_3","C1","RHYMIC","60"
"16160","P03905_3","C1","RHYTRA","30"
"16161","P03905_3","C1","UTRPUR","1"
"16162","P03906_1","C1","CLAJAM","30"
"16163","P03906_2","C1","CLAJAM","5"
"16164","P03906_2","C1","ELECEL","1"
"16165","P03906_2","C1","NYMODO","5"
"16166","P03906_2","C1","PANHEM","1"
"16167","P03906_2","C1","PASGEM","1"
"16168","P03906_3","C1","CLAJAM","40"
"16169","P03906_3","C1","ELECEL","1"
"16170","P03906_3","C1","NYMODO","1"
"16171","P03908_1","C1","CLAJAM","90"
"16172","P03908_2","C1","CLAJAM","90"
"16173","P03908_3","C1","CLAJAM","80"
"16174","P03909_1","C1","CLAJAM","80"
"16175","P03909_1","C1","JUSANG","2"
"16176","P03909_1","C1","UTRFOL","5"
"16177","P03909_2","C1","CLAJAM","90"
"16178","P03909_2","C1","IPOSAG","1"
"16179","P03909_2","C1","JUSANG","9"
"16180","P03909_2","C1","NYMODO","15"
"16181","P03909_3","C1","CLAJAM","85"
"16182","P03909_3","C1","IPOSAG","2"
"16183","P03909_3","C1","JUSANG","1"
"16184","P03912_1","C1","CLAJAM","2"
"16185","P03912_1","C1","ELECEL","3"
"16186","P03912_1","C1","NYMAQU","1"
"16187","P03912_1","C1","NYMODO","1"
"16188","P03912_1","C1","PASGEM","4"
"16189","P03912_1","C1","UTRPUR","4"
"16190","P03912_2","C1","CLAJAM","2"
"16191","P03912_2","C1","ELECEL","4"
"16192","P03912_2","C1","NYMODO","3"
"16193","P03912_2","C1","UTRPUR","1"
"16194","P03912_3","C1","CLAJAM","85"
"16195","P03912_3","C1","CRIAME","1"
"16196","P03912_3","C1","NYMAQU","1"
"16197","P03912_3","C1","RHYMIC","1"
"16198","P03912_3","C1","UTRFOL","5"
"16199","P03912_3","C1","UTRPUR","2"
"16200","P03913_1","C1","CLAJAM","10"
"16201","P03913_1","C1","CRIAME","1"
"16202","P03913_1","C1","ELECEL","1"
"16203","P03913_1","C1","JUSANG","3"
"16204","P03913_1","C1","NYMAQU","1"
"16205","P03913_1","C1","PASGEM","2"
"16206","P03913_2","C1","CLAJAM","95"
"16207","P03913_2","C1","JUSANG","2"
"16208","P03913_2","C1","MIKSCA","1"
"16209","P03913_3","C1","BACCAR","3"
"16210","P03913_3","C1","ELECEL","4"
"16211","P03913_3","C1","NYMAQU","2"
"16212","P03913_3","C1","NYMODO","2"
"16213","P03913_3","C1","PASGEM","5"
"16214","P03913_3","C1","RHYTRA","3"
"16215","P03913_3","C1","UTRPUR","5"
"16216","P03915_1","C1","ELECEL","5"
"16217","P03915_1","C1","NYMODO","10"
"16218","P03915_1","C1","PANHEM","1"
"16219","P03915_1","C1","UTRPUR","5"
"16220","P03915_2","C1","ELECEL","5"
"16221","P03915_2","C1","NYMODO","15"
"16222","P03915_2","C1","UTRPUR","15"
"16223","P03915_3","C1","ELECEL","1"
"16224","P03915_3","C1","NYMODO","5"
"16225","P03915_3","C1","PANHEM","1"
"16226","P03915_3","C1","PASGEM","1"
"16227","P03915_3","C1","UTRPUR","20"
"16228","P03916_1","C1","CLAJAM","1"
"16229","P03916_1","C1","CRIAME","5"
"16230","P03916_1","C1","ELECEL","5"
"16231","P03916_1","C1","NYMODO","5"
"16232","P03916_1","C1","UTRPUR","10"
"16233","P03916_2","C1","CRIAME","5"
"16234","P03916_2","C1","ELECEL","15"
"16235","P03916_2","C1","NYMODO","10"
"16236","P03916_3","C1","CLAJAM","100"
"16237","P03918_1","C1","CLAJAM","2"
"16238","P03918_1","C1","CRIAME","1"
"16239","P03918_1","C1","JUSANG","1"
"16240","P03918_1","C1","NYMODO","5"
"16241","P03918_1","C1","RHYTRA","1"
"16242","P03918_1","C1","UTRPUR","1"
"16243","P03918_2","C1","CLAJAM","10"
"16244","P03918_2","C1","CRIAME","1"
"16245","P03918_2","C1","NYMODO","5"
"16246","P03918_2","C1","UTRPUR","2"
"16247","P03918_3","C1","CLAJAM","70"
"16248","P03918_3","C1","JUSANG","2"
"16249","P03919_1","C1","NYMODO","5"
"16250","P03919_1","C1","PANHEM","5"
"16251","P03919_1","C1","RHYTRA","15"
"16252","P03919_1","C1","UTRPUR","10"
"16253","P03919_2","C1","CLAJAM","1"
"16254","P03919_2","C1","ELECEL","10"
"16255","P03919_2","C1","PANHEM","5"
"16256","P03919_2","C1","RHYINU","1"
"16257","P03919_2","C1","RHYTRA","1"
"16258","P03919_3","C1","ELECEL","5"
"16259","P03919_3","C1","NYMODO","5"
"16260","P03919_3","C1","PANHEM","5"
"16261","P03919_3","C1","RHYTRA","5"
"16262","P03919_3","C1","UTRPUR","20"
"16263","P03922_1","C1","CLAJAM","80"
"16264","P03922_2","C1","CLAJAM","85"
"16265","P03922_3","C1","CLAJAM","90"
"16266","P03923_1","C1","ELECEL","4"
"16267","P03923_1","C1","LEEHEX","3"
"16268","P03923_1","C1","NYMODO","3"
"16269","P03923_1","C1","PASGEM","4"
"16270","P03923_1","C1","RHYMIC","10"
"16271","P03923_1","C1","UTRFOL","20"
"16272","P03923_1","C1","UTRPUR","5"
"16273","P03923_2","C1","ELECEL","7"
"16274","P03923_2","C1","LEEHEX","2"
"16275","P03923_3","C1","ELECEL","5"
"16276","P03923_3","C1","LEEHEX","2"
"16277","P03923_3","C1","RHYMIC","35"
"16278","P03923_3","C1","RHYTRA","2"
"16279","P03924_1","C1","CRIAME","1"
"16280","P03924_1","C1","ELECEL","20"
"16281","P03924_1","C1","PANHEM","1"
"16282","P03924_1","C1","PASGEM","1"
"16283","P03924_2","C1","ELECEL","10"
"16284","P03924_2","C1","LEEHEX","3"
"16285","P03924_2","C1","PASGEM","5"
"16286","P03924_2","C1","UTRPUR","5"
"16287","P03924_3","C1","ELECEL","15"
"16288","P03924_3","C1","UTRPUR","5"
"16289","P03928_1","C1","ELECEL","5"
"16290","P03928_1","C1","LEEHEX","1"
"16291","P03928_1","C1","RHYMIC","5"
"16292","P03928_2","C1","CLAJAM","25"
"16293","P03928_3","C1","BACCAR","1"
"16294","P03928_3","C1","ELECEL","15"
"16295","P03928_3","C1","LEEHEX","5"
"16296","P03928_3","C1","PASGEM","5"
"16297","P03928_3","C1","RHYMIC","25"
"16298","P03928_3","C1","UTRPUR","8"
"16299","P03929_1","C1","CLAJAM","30"
"16300","P03929_1","C1","CRIAME","1"
"16301","P03929_1","C1","ELECEL","2"
"16302","P03929_1","C1","PASGEM","3"
"16303","P03929_1","C1","RHYINU","5"
"16304","P03929_1","C1","RHYMIC","5"
"16305","P03929_1","C1","RHYTRA","5"
"16306","P03929_2","C1","BACCAR","1"
"16307","P03929_2","C1","CLAJAM","1"
"16308","P03929_2","C1","ELECEL","2"
"16309","P03929_2","C1","LEEHEX","1"
"16310","P03929_2","C1","NYMAQU","2"
"16311","P03929_2","C1","UTRPUR","3"
"16312","P03929_3","C1","BACCAR","1"
"16313","P03929_3","C1","CLAJAM","50"
"16314","P03929_3","C1","ELECEL","15"
"16315","P03929_3","C1","LEEHEX","3"
"16316","P03930_1","C1","CLAJAM","5"
"16317","P03930_1","C1","CRIAME","1"
"16318","P03930_1","C1","ELECEL","30"
"16319","P03930_1","C1","JUSANG","5"
"16320","P03930_1","C1","PANHEM","5"
"16321","P03930_2","C1","ELECEL","35"
"16322","P03930_2","C1","NYMODO","5"
"16323","P03930_2","C1","PANHEM","5"
"16324","P03930_2","C1","RHYINU","10"
"16325","P03930_3","C1","CLAJAM","5"
"16326","P03930_3","C1","ELECEL","25"
"16327","P03930_3","C1","JUSANG","5"
"16328","P03930_3","C1","PANHEM","5"
"16329","P03930_3","C1","RHYINU","5"
"16330","P03931_1","C1","CLAJAM","75"
"16331","P03931_2","C1","CLAJAM","80"
"16332","P03931_3","C1","CLAJAM","90"
"16333","P03934_1","C1","ELECEL","20"
"16334","P03934_1","C1","PASGEM","3"
"16335","P03934_1","C1","RHYMIC","15"
"16336","P03934_1","C1","UTRPUR","30"
"16337","P03934_2","C1","BACCAR","1"
"16338","P03934_2","C1","CHARA","4"
"16339","P03934_2","C1","CLAJAM","3"
"16340","P03934_2","C1","ELECEL","3"
"16341","P03934_2","C1","LEEHEX","2"
"16342","P03934_2","C1","NYMODO","9"
"16343","P03934_2","C1","UTRFOL","8"
"16344","P03934_2","C1","UTRPUR","5"
"16345","P03934_3","C1","ELECEL","5"
"16346","P03934_3","C1","LEEHEX","1"
"16347","P03934_3","C1","PASGEM","3"
"16348","P03934_3","C1","RHYMIC","5"
"16349","P03934_3","C1","UTRFOL","2"
"16350","P03934_3","C1","UTRPUR","1"
"16351","P03935_1","C1","CLAJAM","90"
"16352","P03935_1","C1","IPOSAG","5"
"16353","P03935_2","C1","CLAJAM","95"
"16354","P03935_2","C1","IPOSAG","5"
"16355","P03935_3","C1","CLAJAM","90"
"16356","P03937_1","C1","ELECEL","5"
"16357","P03937_1","C1","PANHEM","5"
"16358","P03937_1","C1","RHYTRA","5"
"16359","P03937_1","C1","UTRPUR","30"
"16360","P03937_2","C1","ELECEL","15"
"16361","P03937_2","C1","PANHEM","1"
"16362","P03937_2","C1","RHYTRA","1"
"16363","P03937_2","C1","UTRFOL","5"
"16364","P03937_2","C1","UTRPUR","20"
"16365","P03937_3","C1","CLAJAM","5"
"16366","P03937_3","C1","ELECEL","5"
"16367","P03937_3","C1","PANHEM","5"
"16368","P03937_3","C1","PASGEM","1"
"16369","P03937_3","C1","UTRFOL","10"
"16370","P03937_3","C1","UTRPUR","20"
"16371","P03938_1","C1","CLAJAM","40"
"16372","P03938_1","C1","ELECEL","30"
"16373","P03938_2","C1","ELECEL","30"
"16374","P03938_2","C1","RHYINU","1"
"16375","P03938_3","C1","ELECEL","50"
"16376","P03938_3","C1","JUSANG","1"
"16377","P03938_3","C1","NYMODO","5"
"16378","P03938_3","C1","RHYINU","1"
"16379","P03940_1","C1","CLAJAM","70"
"16380","P03940_1","C1","CRIAME","1"
"16381","P03940_1","C1","IPOSAG","5"
"16382","P03940_1","C1","JUSANG","1"
"16383","P03940_2","C1","CLAJAM","10"
"16384","P03940_2","C1","CRIAME","10"
"16385","P03940_2","C1","IPOSAG","2"
"16386","P03940_2","C1","JUSANG","5"
"16387","P03940_2","C1","PASGEM","1"
"16388","P03940_2","C1","RHYTRA","5"
"16389","P03940_3","C1","CLAJAM","80"
"16390","P03940_3","C1","CRIAME","2"
"16391","P03940_3","C1","IPOSAG","1"
"16392","P03940_3","C1","JUSANG","1"
"16393","P03942_1","C1","CLAJAM","80"
"16394","P03942_1","C1","CRIAME","1"
"16395","P03942_1","C1","ELECEL","5"
"16396","P03942_1","C1","JUSANG","5"
"16397","P03942_2","C1","CLAJAM","100"
"16398","P03942_3","C1","BACCAR","10"
"16399","P03942_3","C1","CLAJAM","50"
"16400","P03942_3","C1","ELECEL","10"
"16401","P03942_3","C1","JUSANG","1"
"16402","P03943_1","C1","BACCAR","1"
"16403","P03943_1","C1","ELECEL","5"
"16404","P03943_1","C1","PASGEM","5"
"16405","P03943_1","C1","RHYTRA","1"
"16406","P03943_2","C1","ELECEL","10"
"16407","P03943_2","C1","PANHEM","1"
"16408","P03943_2","C1","RHYTRA","1"
"16409","P03943_3","C1","CLAJAM","25"
"16410","P03943_3","C1","CRIAME","1"
"16411","P03943_3","C1","ELECEL","1"
"16412","P03943_3","C1","IPOSAG","1"
"16413","P03943_3","C1","JUSANG","1"
"16414","P03943_3","C1","PANHEM","1"
"16415","P03943_3","C1","RHYTRA","5"
"16416","P03944_1","C1","CRIAME","2"
"16417","P03944_1","C1","PANHEM","5"
"16418","P03944_1","C1","PASGEM","10"
"16419","P03944_1","C1","UTRPUR","5"
"16420","P03944_2","C1","BACCAR","5"
"16421","P03944_2","C1","CLAJAM","20"
"16422","P03944_2","C1","ELECEL","1"
"16423","P03944_2","C1","RHYINU","4"
"16424","P03944_3","C1","CLAJAM","5"
"16425","P03944_3","C1","ELECEL","5"
"16426","P03944_3","C1","PANHEM","5"
"16427","P03944_3","C1","PASGEM","3"
"16428","P03947_1","C1","BACCAR","10"
"16429","P03947_1","C1","CLAJAM","15"
"16430","P03947_1","C1","CRIAME","1"
"16431","P03947_1","C1","ELECEL","15"
"16432","P03947_1","C1","PANHEM","5"
"16433","P03947_1","C1","PASGEM","1"
"16434","P03947_1","C1","RHYTRA","1"
"16435","P03947_1","C1","UTRFOL","5"
"16436","P03947_2","C1","CLAJAM","5"
"16437","P03947_2","C1","ELECEL","5"
"16438","P03947_2","C1","PANHEM","15"
"16439","P03947_2","C1","RHYMIC","5"
"16440","P03947_2","C1","UTRPUR","15"
"16441","P03947_3","C1","CLAJAM","5"
"16442","P03947_3","C1","CRIAME","5"
"16443","P03947_3","C1","ELECEL","15"
"16444","P03947_3","C1","IPOSAG","5"
"16445","P03947_3","C1","JUSANG","1"
"16446","P03947_3","C1","PANHEM","5"
"16447","P03947_3","C1","RHYMIC","1"
"16448","P03947_3","C1","RHYTRA","1"
"16449","P03947_3","C1","UTRPUR","5"
"16450","P03948_1","C1","ELECEL","50"
"16451","P03948_1","C1","JUSANG","1"
"16452","P03948_1","C1","RHYINU","1"
"16453","P03948_1","C1","TYPDOM","1"
"16454","P03948_2","C1","ELECEL","50"
"16455","P03948_2","C1","JUSANG","5"
"16456","P03948_2","C1","RHYINU","5"
"16457","P03948_3","C1","ELECEL","50"
"16458","P03948_3","C1","JUSANG","5"
"16459","P03948_3","C1","RHYINU","1"
"16460","P03950_1","C1","CLAJAM","45"
"16461","P03950_1","C1","CRIAME","1"
"16462","P03950_1","C1","ELECEL","5"
"16463","P03950_1","C1","JUSANG","10"
"16464","P03950_2","C1","BACCAR","5"
"16465","P03950_2","C1","CLAJAM","10"
"16466","P03950_2","C1","CRIAME","2"
"16467","P03950_2","C1","ELECEL","10"
"16468","P03950_2","C1","JUSANG","5"
"16469","P03950_2","C1","PANHEM","5"
"16470","P03950_3","C1","CLAJAM","80"
"16471","P03951_1","C1","BACCAR","1"
"16472","P03951_1","C1","CLAJAM","5"
"16473","P03951_1","C1","ELECEL","2"
"16474","P03951_1","C1","RHYINU","2"
"16475","P03951_1","C1","RHYTRA","2"
"16476","P03951_2","C1","CLAJAM","60"
"16477","P03951_3","C1","CLAJAM","20"
"16478","P03951_3","C1","CRIAME","1"
"16479","P03951_3","C1","IPOSAG","1"
"16480","P03951_3","C1","JUSANG","5"
"16481","P03952_1","C1","ELECEL","15"
"16482","P03952_1","C1","JUSANG","1"
"16483","P03952_1","C1","RHYTRA","5"
"16484","P03952_1","C1","UTRPUR","10"
"16485","P03952_2","C1","BACCAR","5"
"16486","P03952_2","C1","CRIAME","5"
"16487","P03952_2","C1","PANHEM","5"
"16488","P03952_2","C1","RHYTRA","10"
"16489","P03952_2","C1","UTRPUR","5"
"16490","P03952_3","C1","ELECEL","1"
"16491","P03952_3","C1","PASGEM","1"
"16492","P03952_3","C1","RHYTRA","5"
"16493","P03952_3","C1","UTRPUR","40"
"16494","P03955_1","C1","ELECEL","10"
"16495","P03955_1","C1","NYMODO","5"
"16496","P03955_1","C1","OXYFIL","1"
"16497","P03955_1","C1","PASGEM","5"
"16498","P03955_1","C1","UTRPUR","60"
"16499","P03955_2","C1","ELECEL","10"
"16500","P03955_2","C1","NYMODO","15"
"16501","P03955_2","C1","PANHEM","25"
"16502","P03955_2","C1","UTRFOL","25"
"16503","P03955_3","C1","BACCAR","30"
"16504","P03955_3","C1","ELECEL","10"
"16505","P03955_3","C1","NYMODO","10"
"16506","P03955_3","C1","OXYFIL","1"
"16507","P03955_3","C1","PANHEM","5"
"16508","P03955_3","C1","UTRPUR","20"
"16509","P03957_1","C1","CLAJAM","1"
"16510","P03957_1","C1","CRIAME","1"
"16511","P03957_1","C1","PANHEM","1"
"16512","P03957_1","C1","PASGEM","2"
"16513","P03957_1","C1","RHYTRA","10"
"16514","P03957_2","C1","CLAJAM","4"
"16515","P03957_2","C1","ELECEL","10"
"16516","P03957_2","C1","NYMODO","1"
"16517","P03957_3","C1","CLAJAM","1"
"16518","P03957_3","C1","ELECEL","1"
"16519","P03957_3","C1","PANHEM","1"
"16520","P03957_3","C1","PASGEM","5"
"16521","P03957_3","C1","RHYINU","1"
"16522","P03958_1","C1","ELECEL","10"
"16523","P03958_1","C1","NYMODO","5"
"16524","P03958_1","C1","OXYFIL","1"
"16525","P03958_1","C1","PASGEM","5"
"16526","P03958_1","C1","UTRPUR","60"
"16527","P03958_2","C1","CLAJAM","90"
"16528","P03958_2","C1","JUSANG","1"
"16529","P03958_3","C1","CLAJAM","90"
"16530","P03959_1","C1","CLAJAM","65"
"16531","P03959_1","C1","CRIAME","1"
"16532","P03959_1","C1","JUSANG","1"
"16533","P03959_2","C1","CLAJAM","65"
"16534","P03959_2","C1","JUSANG","1"
"16535","P03959_3","C1","CLAJAM","70"
"16536","P03959_3","C1","JUSANG","1"
"16537","P03961_1","C1","CLAJAM","5"
"16538","P03961_1","C1","CRIAME","1"
"16539","P03961_1","C1","ELECEL","25"
"16540","P03961_1","C1","JUSANG","1"
"16541","P03961_1","C1","LEEHEX","5"
"16542","P03961_1","C1","PANHEM","1"
"16543","P03961_1","C1","RHYINU","1"
"16544","P03961_2","C1","BACCAR","1"
"16545","P03961_2","C1","CLAJAM","1"
"16546","P03961_2","C1","CRIAME","5"
"16547","P03961_2","C1","ELECEL","20"
"16548","P03961_2","C1","PANHEM","2"
"16549","P03961_3","C1","BACCAR","5"
"16550","P03961_3","C1","CLAJAM","1"
"16551","P03961_3","C1","CRIAME","5"
"16552","P03961_3","C1","ELECEL","20"
"16553","P03961_3","C1","IPOSAG","1"
"16554","P03961_3","C1","JUSANG","5"
"16555","P03961_3","C1","PASGEM","1"
"16556","P03961_3","C1","UTRPUR","1"
"16557","P03963_1","C1","CLAJAM","40"
"16558","P03963_1","C1","ELECEL","15"
"16559","P03963_1","C1","IPOSAG","15"
"16560","P03963_1","C1","TYPDOM","10"
"16561","P03963_2","C1","CLAJAM","80"
"16562","P03963_2","C1","IPOSAG","3"
"16563","P03963_3","C1","CLAJAM","100"
"16564","P03964_1","C1","ELECEL","10"
"16565","P03964_1","C1","JUSANG","5"
"16566","P03964_1","C1","PANHEM","5"
"16567","P03964_1","C1","UTRFOL","5"
"16568","P03964_2","C1","BACCAR","1"
"16569","P03964_2","C1","ELECEL","10"
"16570","P03964_2","C1","JUSANG","1"
"16571","P03964_2","C1","PANHEM","10"
"16572","P03964_2","C1","PASGEM","5"
"16573","P03964_3","C1","CLAJAM","1"
"16574","P03964_3","C1","CRIAME","1"
"16575","P03964_3","C1","ELECEL","10"
"16576","P03964_3","C1","FUISCI","5"
"16577","P03964_3","C1","PANHEM","1"
"16578","P03964_3","C1","RHYINU","1"
"16579","P03964_3","C1","RHYTRA","1"
"16580","P03964_3","C1","UTRFOL","5"
"16581","P03966_1","C1","CLAJAM","10"
"16582","P03966_1","C1","CRIAME","5"
"16583","P03966_1","C1","ELECEL","25"
"16584","P03966_1","C1","PANHEM","10"
"16585","P03966_1","C1","PASGEM","10"
"16586","P03966_1","C1","RHYINU","5"
"16587","P03966_2","C1","BACCAR","1"
"16588","P03966_2","C1","ELECEL","15"
"16589","P03966_2","C1","NYMODO","1"
"16590","P03966_2","C1","PASGEM","5"
"16591","P03966_2","C1","UTRPUR","5"
"16592","P03966_3","C1","ELECEL","40"
"16593","P03966_3","C1","JUSANG","1"
"16594","P03966_3","C1","PANHEM","5"
"16595","P03966_3","C1","PASGEM","1"
"16596","P03966_3","C1","RHYINU","1"
"16597","P03967_1","C1","CLAJAM","70"
"16598","P03967_2","C1","CLAJAM","90"
"16599","P03967_3","C1","CLAJAM","75"
"16600","P03968_1","C1","CLAJAM","1"
"16601","P03968_1","C1","ELECEL","25"
"16602","P03968_1","C1","PANHEM","1"
"16603","P03968_1","C1","RHYINU","1"
"16604","P03968_1","C1","UTRFOL","15"
"16605","P03968_2","C1","BACCAR","10"
"16606","P03968_2","C1","ELECEL","30"
"16607","P03968_2","C1","UTRPUR","25"
"16608","P03968_3","C1","CRIAME","10"
"16609","P03968_3","C1","ELECEL","40"
"16610","P03968_3","C1","OXYFIL","1"
"16611","P03968_3","C1","UTRFOL","1"
"16612","P03971_1","C1","BACCAR","5"
"16613","P03971_1","C1","CLAJAM","1"
"16614","P03971_1","C1","CRIAME","1"
"16615","P03971_1","C1","ELECEL","20"
"16616","P03971_1","C1","NYMODO","20"
"16617","P03971_1","C1","PANHEM","1"
"16618","P03971_2","C1","BACCAR","5"
"16619","P03971_2","C1","ELECEL","5"
"16620","P03971_2","C1","JUSANG","1"
"16621","P03971_2","C1","NYMODO","10"
"16622","P03971_2","C1","PANHEM","10"
"16623","P03971_2","C1","RHYINU","1"
"16624","P03971_2","C1","UTRFOL","5"
"16625","P03971_3","C1","BACCAR","10"
"16626","P03971_3","C1","ELECEL","30"
"16627","P03971_3","C1","PANHEM","5"
"16628","P03971_3","C1","UTRFOL","5"
"16629","P03973_1","C1","ELECEL","5"
"16630","P03973_1","C1","OXYFIL","1"
"16631","P03973_1","C1","PANHEM","15"
"16632","P03973_2","C1","CLAJAM","10"
"16633","P03973_2","C1","ELECEL","10"
"16634","P03973_2","C1","PANHEM","5"
"16635","P03973_2","C1","UTRFOL","10"
"16636","P03973_3","C1","BACCAR","5"
"16637","P03973_3","C1","CRIAME","1"
"16638","P03973_3","C1","ELECEL","15"
"16639","P03973_3","C1","PANHEM","1"
"16640","P03975_1","C1","CLAJAM","30"
"16641","P03975_1","C1","UTRFOL","15"
"16642","P03975_2","C1","CLAJAM","70"
"16643","P03975_2","C1","ELECEL","10"
"16644","P03975_2","C1","LEEHEX","5"
"16645","P03975_2","C1","UTRPUR","1"
"16646","P03975_3","C1","CLAJAM","30"
"16647","P03975_3","C1","IPOSAG","1"
"16648","P03977_1","C1","CLAJAM","60"
"16649","P03977_2","C1","CLAJAM","40"
"16650","P03977_2","C1","CRIAME","10"
"16651","P03977_2","C1","ELECEL","5"
"16652","P03977_2","C1","JUSANG","1"
"16653","P03977_2","C1","SAGLAN","1"
"16654","P03977_3","C1","CLAJAM","40"
"16655","P03978_1","C1","BACCAR","20"
"16656","P03978_1","C1","CLAJAM","80"
"16657","P03978_1","C1","JUSANG","5"
"16658","P03978_2","C1","CRIAME","5"
"16659","P03978_2","C1","ELECEL","10"
"16660","P03978_2","C1","NYMODO","35"
"16661","P03978_2","C1","OXYFIL","5"
"16662","P03978_2","C1","PANHEM","15"
"16663","P03978_3","C1","CLAJAM","90"
"16664","P03978_3","C1","JUSANG","1"
"16665","P03978_3","C1","PANHEM","1"
"16666","P03979_1","C1","BACCAR","2"
"16667","P03979_1","C1","CHARA","1"
"16668","P03979_1","C1","CLAJAM","1"
"16669","P03979_1","C1","ELECEL","5"
"16670","P03979_1","C1","JUSANG","1"
"16671","P03979_1","C1","NYMODO","1"
"16672","P03979_1","C1","PANHEM","20"
"16673","P03979_1","C1","UTRFOL","1"
"16674","P03979_2","C1","BACCAR","5"
"16675","P03979_2","C1","CLAJAM","5"
"16676","P03979_2","C1","ELECEL","5"
"16677","P03979_2","C1","JUSANG","1"
"16678","P03979_2","C1","PANHEM","15"
"16679","P03979_2","C1","RHYINU","5"
"16680","P03979_3","C1","BACCAR","2"
"16681","P03979_3","C1","CHARA","2"
"16682","P03979_3","C1","CRIAME","5"
"16683","P03979_3","C1","ELECEL","30"
"16684","P03979_3","C1","JUSANG","1"
"16685","P03979_3","C1","NYMODO","2"
"16686","P03979_3","C1","PANHEM","20"
"16687","P04302_1","C1","CLAJAM","50"
"16688","P04302_1","C1","PANHEM","1"
"16689","P04302_1","C1","SAGLAN","5"
"16690","P04302_2","C1","CLAJAM","30"
"16691","P04302_2","C1","LUDREP","5"
"16692","P04302_2","C1","SAGLAN","10"
"16693","P04302_3","C1","BACCAR","5"
"16694","P04302_3","C1","CLAJAM","70"
"16695","P04303_1","C1","CLAJAM","90"
"16696","P04303_2","C1","CLAJAM","95"
"16697","P04303_3","C1","CLAJAM","65"
"16698","P04303_3","C1","SAGLAN","25"
"16699","P04305_1","C1","LEEHEX","1"
"16700","P04305_1","C1","LUDREP","5"
"16701","P04305_1","C1","PANHEM","1"
"16702","P04305_1","C1","POLHYD","2"
"16703","P04305_1","C1","PONCOR","1"
"16704","P04305_1","C1","SAGLAN","40"
"16705","P04305_1","C1","UTRFOL","10"
"16706","P04305_1","C1","UTRPUR","1"
"16707","P04305_2","C1","SAGLAN","45"
"16708","P04305_2","C1","UTRFOL","20"
"16709","P04305_2","C1","UTRPUR","10"
"16710","P04305_3","C1","PANHEM","2"
"16711","P04305_3","C1","SAGLAN","20"
"16712","P04305_3","C1","UTRFOL","60"
