"","C123Merged_EnvSNO","C123_Plot_SNO","PlotID_New","PSUID","Cycle.x","Cycle_Year"
"498",11023,1841,"P01177_E","P011","C2","Yr1"
"499",11024,1842,"P01177_N","P011","C2","Yr1"
"500",11025,1843,"P01178_C","P011","C2","Yr1"
"501",11026,1844,"P01178_E","P011","C2","Yr1"
"502",11027,1845,"P01178_N","P011","C2","Yr1"
"503",11058,2260,"P01518_C","P015","C2","Yr1"
"504",11059,2261,"P01518_E","P015","C2","Yr1"
"505",11060,2262,"P01518_N","P015","C2","Yr1"
"506",11061,2272,"P01522_C","P015","C2","Yr1"
"507",11062,2273,"P01522_E","P015","C2","Yr1"
"508",11063,2274,"P01522_N","P015","C2","Yr1"
"509",11088,2329,"P01541_C","P015","C2","Yr1"
"510",11089,2330,"P01541_E","P015","C2","Yr1"
"511",11090,2331,"P01541_N","P015","C2","Yr1"
"512",11091,2332,"P01542_C","P015","C2","Yr1"
"513",11092,2333,"P01542_E","P015","C2","Yr1"
"514",11093,2334,"P01542_N","P015","C2","Yr1"
"515",11136,2404,"P01566_C","P015","C2","Yr1"
"516",11138,2406,"P01566_N","P015","C2","Yr1"
"517",11142,2413,"P01569_C","P015","C2","Yr1"
"518",11143,2414,"P01569_E","P015","C2","Yr1"
"519",11144,2415,"P01569_N","P015","C2","Yr1"
"520",11145,2416,"P01570_C","P015","C2","Yr1"
"521",11146,2417,"P01570_E","P015","C2","Yr1"
"522",11147,2418,"P01570_N","P015","C2","Yr1"
"523",11276,2742,"P01763_N","P017","C2","Yr2"
"524",11388,2926,"P01910_C","P019","C2","Yr2"
"525",11389,2927,"P01910_E","P019","C2","Yr2"
"526",11390,2928,"P01910_N","P019","C2","Yr2"
"527",11448,3019,"P01946_C","P019","C2","Yr2"
"528",11450,3021,"P01946_N","P019","C2","Yr2"
"529",11451,3022,"P01947_C","P019","C2","Yr2"
"530",11452,3023,"P01947_E","P019","C2","Yr2"
"531",11453,3024,"P01947_N","P019","C2","Yr2"
"532",11454,3031,"P01950_C","P019","C2","Yr2"
"533",11455,3032,"P01950_E","P019","C2","Yr2"
"534",11456,3033,"P01950_N","P019","C2","Yr2"
"535",11478,3073,"P01964_C","P019","C2","Yr2"
"536",11479,3074,"P01964_E","P019","C2","Yr2"
"537",11480,3075,"P01964_N","P019","C2","Yr2"
"538",11481,3076,"P01965_C","P019","C2","Yr2"
"539",11482,3077,"P01965_E","P019","C2","Yr2"
"540",11483,3078,"P01965_N","P019","C2","Yr2"
"541",11487,3085,"P01968_C","P019","C2","Yr2"
"542",11488,3086,"P01968_E","P019","C2","Yr2"
"543",11489,3087,"P01968_N","P019","C2","Yr2"
"544",11539,3173,"P02017_E","P020","C2","Yr2"
"545",12057,4267,"P02608_C","P026","C2","Yr2"
"546",12058,4268,"P02608_E","P026","C2","Yr2"
"547",12059,4269,"P02608_N","P026","C2","Yr2"
"548",12063,4273,"P02610_C","P026","C2","Yr2"
"549",12064,4274,"P02610_E","P026","C2","Yr2"
"550",12065,4275,"P02610_N","P026","C2","Yr2"
"551",12075,4294,"P02617_C","P026","C2","Yr2"
"552",12076,4295,"P02617_E","P026","C2","Yr2"
"553",12077,4296,"P02617_N","P026","C2","Yr2"
"554",12087,4306,"P02621_C","P026","C2","Yr2"
"555",12088,4307,"P02621_E","P026","C2","Yr2"
"556",12089,4308,"P02621_N","P026","C2","Yr2"
"557",12090,4309,"P02622_C","P026","C2","Yr2"
"558",12091,4310,"P02622_E","P026","C2","Yr2"
"559",12092,4311,"P02622_N","P026","C2","Yr2"
"560",12093,4312,"P02623_C","P026","C2","Yr2"
"561",12094,4313,"P02623_E","P026","C2","Yr2"
"562",12095,4314,"P02623_N","P026","C2","Yr2"
"563",12096,4315,"P02624_C","P026","C2","Yr2"
"564",12097,4316,"P02624_E","P026","C2","Yr2"
"565",12098,4317,"P02624_N","P026","C2","Yr2"
"566",12099,4318,"P02625_C","P026","C2","Yr2"
"567",12100,4319,"P02625_E","P026","C2","Yr2"
"568",12101,4320,"P02625_N","P026","C2","Yr2"
"569",12117,4372,"P02643_C","P026","C2","Yr2"
"570",12118,4373,"P02643_E","P026","C2","Yr2"
"571",12119,4374,"P02643_N","P026","C2","Yr2"
"572",12147,4426,"P02661_C","P026","C2","Yr2"
"573",12148,4427,"P02661_E","P026","C2","Yr2"
"574",12149,4428,"P02661_N","P026","C2","Yr2"
"575",12150,4429,"P02662_C","P026","C2","Yr2"
"576",12151,4430,"P02662_E","P026","C2","Yr2"
"577",12152,4431,"P02662_N","P026","C2","Yr2"
"578",12153,4432,"P02663_C","P026","C2","Yr2"
"579",12154,4433,"P02663_E","P026","C2","Yr2"
"580",12155,4434,"P02663_N","P026","C2","Yr2"
"581",12156,4435,"P02664_C","P026","C2","Yr2"
"582",12157,4436,"P02664_E","P026","C2","Yr2"
"583",12158,4437,"P02664_N","P026","C2","Yr2"
"584",12214,4673,"P02817_E","P028","C2","Yr2"
"585",12228,4696,"P02825_C","P028","C2","Yr2"
"586",12229,4697,"P02825_E","P028","C2","Yr2"
"587",12230,4698,"P02825_N","P028","C2","Yr2"
"588",12351,4993,"P03021_C","P030","C2","Yr2"
"589",12353,4995,"P03021_N","P030","C2","Yr2"
"590",12357,5005,"P03025_C","P030","C2","Yr2"
"591",12358,5006,"P03025_E","P030","C2","Yr2"
"592",12359,5007,"P03025_N","P030","C2","Yr2"
"593",12426,5113,"P03061_C","P030","C2","Yr2"
"594",12427,5114,"P03061_E","P030","C2","Yr2"
"595",12428,5115,"P03061_N","P030","C2","Yr2"
"596",12432,5122,"P03064_C","P030","C2","Yr2"
"597",12433,5123,"P03064_E","P030","C2","Yr2"
"598",12434,5124,"P03064_N","P030","C2","Yr2"
"599",12435,5125,"P03065_C","P030","C2","Yr2"
"600",12436,5126,"P03065_E","P030","C2","Yr2"
"601",12437,5127,"P03065_N","P030","C2","Yr2"
"602",12453,5152,"P03104_C","P031","C2","Yr2"
"603",12454,5153,"P03104_E","P031","C2","Yr2"
"604",12455,5154,"P03104_N","P031","C2","Yr2"
"605",12456,5155,"P03105_C","P031","C2","Yr2"
"606",12458,5157,"P03105_N","P031","C2","Yr2"
"607",12549,5317,"P03164_C","P031","C2","Yr2"
"608",12550,5318,"P03164_E","P031","C2","Yr2"
"609",12551,5319,"P03164_N","P031","C2","Yr2"
"610",13433,6391,"P04425_C","P044","C2","Yr3"
"611",13435,6393,"P04425_N","P044","C2","Yr3"
"612",15699,8987,"P06905_E","P069","C2","Yr5"
"613",15926,9226,"P07177_C","P071","C2","Yr5"
"614",15927,9227,"P07177_E","P071","C2","Yr5"
"615",15928,9228,"P07177_N","P071","C2","Yr5"
"616",16223,9586,"P10824_C","P108","C2","Yr1"
"617",16224,9587,"P10824_E","P108","C2","Yr1"
"618",16225,9588,"P10824_N","P108","C2","Yr1"
"619",16298,9685,"P10864_C","P108","C2","Yr1"
"620",16299,9686,"P10864_E","P108","C2","Yr1"
"621",16300,9687,"P10864_N","P108","C2","Yr1"
"622",16457,9877,"P51301_C","P513","C2","Yr3"
"623",16458,9878,"P51301_E","P513","C2","Yr3"
"624",16459,9879,"P51301_N","P513","C2","Yr3"
"625",16460,9880,"P51302_C","P513","C2","Yr3"
"626",16461,9881,"P51302_E","P513","C2","Yr3"
"627",16462,9882,"P51302_N","P513","C2","Yr3"
"628",16463,9883,"P51304_C","P513","C2","Yr3"
"629",16464,9884,"P51304_E","P513","C2","Yr3"
"630",16465,9885,"P51304_N","P513","C2","Yr3"
"631",16466,9886,"P51306_C","P513","C2","Yr3"
"632",16467,9887,"P51306_E","P513","C2","Yr3"
"633",16468,9888,"P51306_N","P513","C2","Yr3"
"634",16469,9889,"P51308_C","P513","C2","Yr3"
"635",16470,9890,"P51308_E","P513","C2","Yr3"
"636",16471,9891,"P51308_N","P513","C2","Yr3"
"637",16472,9892,"P51309_C","P513","C2","Yr3"
"638",16473,9893,"P51309_E","P513","C2","Yr3"
"639",16474,9894,"P51309_N","P513","C2","Yr3"
"640",16475,9895,"P51311_C","P513","C2","Yr3"
"641",16476,9896,"P51311_E","P513","C2","Yr3"
"642",16477,9897,"P51311_N","P513","C2","Yr3"
"643",16478,9898,"P51313_C","P513","C2","Yr3"
"644",16479,9899,"P51313_E","P513","C2","Yr3"
"645",16480,9900,"P51313_N","P513","C2","Yr3"
"646",16481,9901,"P51315_C","P513","C2","Yr3"
"647",16482,9902,"P51315_E","P513","C2","Yr3"
"648",16483,9903,"P51315_N","P513","C2","Yr3"
"649",16484,9904,"P51316_C","P513","C2","Yr3"
"650",16485,9905,"P51316_E","P513","C2","Yr3"
"651",16486,9906,"P51316_N","P513","C2","Yr3"
"652",16487,9907,"P51317_C","P513","C2","Yr3"
"653",16488,9908,"P51317_E","P513","C2","Yr3"
"654",16489,9909,"P51317_N","P513","C2","Yr3"
"655",16490,9910,"P51320_C","P513","C2","Yr3"
"656",16491,9911,"P51320_E","P513","C2","Yr3"
"657",16492,9912,"P51320_N","P513","C2","Yr3"
"658",16493,9913,"P51323_C","P513","C2","Yr3"
"659",16494,9914,"P51323_E","P513","C2","Yr3"
"660",16495,9915,"P51323_N","P513","C2","Yr3"
"661",16496,9916,"P51324_C","P513","C2","Yr3"
"662",16497,9917,"P51324_E","P513","C2","Yr3"
"663",16498,9918,"P51324_N","P513","C2","Yr3"
"664",16499,9919,"P51325_C","P513","C2","Yr3"
"665",16500,9920,"P51325_E","P513","C2","Yr3"
"666",16501,9921,"P51325_N","P513","C2","Yr3"
"667",16502,9922,"P51328_C","P513","C2","Yr3"
"668",16503,9923,"P51328_E","P513","C2","Yr3"
"669",16504,9924,"P51328_N","P513","C2","Yr3"
"670",16505,9925,"P51329_C","P513","C2","Yr3"
"671",16506,9926,"P51329_E","P513","C2","Yr3"
"672",16507,9927,"P51329_N","P513","C2","Yr3"
"673",16508,9928,"P51330_C","P513","C2","Yr3"
"674",16509,9929,"P51330_E","P513","C2","Yr3"
"675",16510,9930,"P51330_N","P513","C2","Yr3"
"676",16511,9931,"P51331_C","P513","C2","Yr3"
"677",16512,9932,"P51331_E","P513","C2","Yr3"
"678",16513,9933,"P51331_N","P513","C2","Yr3"
"679",16514,9934,"P51332_C","P513","C2","Yr3"
"680",16515,9935,"P51332_E","P513","C2","Yr3"
"681",16516,9936,"P51332_N","P513","C2","Yr3"
"682",16517,9937,"P51333_C","P513","C2","Yr3"
"683",16518,9938,"P51333_E","P513","C2","Yr3"
"684",16519,9939,"P51333_N","P513","C2","Yr3"
"685",16520,9940,"P51337_C","P513","C2","Yr3"
"686",16521,9941,"P51337_E","P513","C2","Yr3"
"687",16522,9942,"P51337_N","P513","C2","Yr3"
"688",16523,9943,"P51338_C","P513","C2","Yr3"
"689",16524,9944,"P51338_E","P513","C2","Yr3"
"690",16525,9945,"P51338_N","P513","C2","Yr3"
"691",16526,9946,"P51340_C","P513","C2","Yr3"
"692",16527,9947,"P51340_E","P513","C2","Yr3"
"693",16528,9948,"P51340_N","P513","C2","Yr3"
"694",16529,9949,"P51342_C","P513","C2","Yr3"
"695",16530,9950,"P51342_E","P513","C2","Yr3"
"696",16531,9951,"P51342_N","P513","C2","Yr3"
"697",16532,9952,"P51353_C","P513","C2","Yr3"
"698",16533,9953,"P51353_E","P513","C2","Yr3"
"699",16534,9954,"P51353_N","P513","C2","Yr3"
"700",16535,9955,"P51354_C","P513","C2","Yr3"
"701",16536,9956,"P51354_E","P513","C2","Yr3"
"702",16537,9957,"P51354_N","P513","C2","Yr3"
"703",16538,9958,"P51355_C","P513","C2","Yr3"
"704",16539,9959,"P51355_E","P513","C2","Yr3"
"705",16540,9960,"P51355_N","P513","C2","Yr3"
"706",16541,9961,"P51358_C","P513","C2","Yr3"
"707",16542,9962,"P51358_E","P513","C2","Yr3"
"708",16543,9963,"P51358_N","P513","C2","Yr3"
"709",16544,9964,"P51359_C","P513","C2","Yr3"
"710",16545,9965,"P51359_E","P513","C2","Yr3"
"711",16546,9966,"P51359_N","P513","C2","Yr3"
"712",16547,9967,"P51360_C","P513","C2","Yr3"
"713",16548,9968,"P51360_E","P513","C2","Yr3"
"714",16549,9969,"P51360_N","P513","C2","Yr3"
"715",16550,9970,"P51361_C","P513","C2","Yr3"
"716",16551,9971,"P51361_E","P513","C2","Yr3"
"717",16552,9972,"P51361_N","P513","C2","Yr3"
"718",16553,9973,"P51363_C","P513","C2","Yr3"
"719",16554,9974,"P51363_E","P513","C2","Yr3"
"720",16555,9975,"P51363_N","P513","C2","Yr3"
"721",16556,9976,"P51371_C","P513","C2","Yr3"
"722",16557,9977,"P51371_E","P513","C2","Yr3"
"723",16558,9978,"P51371_N","P513","C2","Yr3"
"724",16559,9979,"P51373_C","P513","C2","Yr3"
"725",16560,9980,"P51373_E","P513","C2","Yr3"
"726",16561,9981,"P51373_N","P513","C2","Yr3"
"727",16562,9982,"P51374_C","P513","C2","Yr3"
"728",16563,9983,"P51374_E","P513","C2","Yr3"
"729",16564,9984,"P51374_N","P513","C2","Yr3"
"730",17237,618,"P00356_C","P003","C2","Yr1"
"731",17238,619,"P00356_E","P003","C2","Yr1"
"732",17239,620,"P00356_N","P003","C2","Yr1"
"733",17240,621,"P00358_C","P003","C2","Yr1"
"734",17241,622,"P00358_E","P003","C2","Yr1"
"735",17242,623,"P00358_N","P003","C2","Yr1"
"736",17243,624,"P00359_C","P003","C2","Yr1"
"737",17244,625,"P00359_E","P003","C2","Yr1"
"738",17245,626,"P00359_N","P003","C2","Yr1"
"739",18661,2742,"P01763_N","P017","C3","Yr2"
"740",23203,8987,"P06905_E","P069","C3","Yr5"
"741",23952,9877,"P51301_C","P513","C3","Yr3"
"742",23953,9878,"P51301_E","P513","C3","Yr3"
"743",23954,9879,"P51301_N","P513","C3","Yr3"
"744",23955,9880,"P51302_C","P513","C3","Yr3"
"745",23956,9881,"P51302_E","P513","C3","Yr3"
"746",23957,9882,"P51302_N","P513","C3","Yr3"
"747",23958,9883,"P51304_C","P513","C3","Yr3"
"748",23959,9884,"P51304_E","P513","C3","Yr3"
"749",23960,9885,"P51304_N","P513","C3","Yr3"
"750",23961,9886,"P51306_C","P513","C3","Yr3"
"751",23962,9887,"P51306_E","P513","C3","Yr3"
"752",23963,9888,"P51306_N","P513","C3","Yr3"
"753",23964,9889,"P51308_C","P513","C3","Yr3"
"754",23965,9890,"P51308_E","P513","C3","Yr3"
"755",23966,9891,"P51308_N","P513","C3","Yr3"
"756",23967,9892,"P51309_C","P513","C3","Yr3"
"757",23968,9893,"P51309_E","P513","C3","Yr3"
"758",23969,9894,"P51309_N","P513","C3","Yr3"
"759",23970,9895,"P51311_C","P513","C3","Yr3"
"760",23971,9896,"P51311_E","P513","C3","Yr3"
"761",23972,9897,"P51311_N","P513","C3","Yr3"
"762",23973,9898,"P51313_C","P513","C3","Yr3"
"763",23974,9899,"P51313_E","P513","C3","Yr3"
"764",23975,9900,"P51313_N","P513","C3","Yr3"
"765",23976,9901,"P51315_C","P513","C3","Yr3"
"766",23977,9902,"P51315_E","P513","C3","Yr3"
"767",23978,9903,"P51315_N","P513","C3","Yr3"
"768",23979,9904,"P51316_C","P513","C3","Yr3"
"769",23980,9905,"P51316_E","P513","C3","Yr3"
"770",23981,9906,"P51316_N","P513","C3","Yr3"
"771",23982,9907,"P51317_C","P513","C3","Yr3"
"772",23983,9908,"P51317_E","P513","C3","Yr3"
"773",23984,9909,"P51317_N","P513","C3","Yr3"
"774",23985,9910,"P51320_C","P513","C3","Yr3"
"775",23986,9911,"P51320_E","P513","C3","Yr3"
"776",23987,9912,"P51320_N","P513","C3","Yr3"
"777",23988,9913,"P51323_C","P513","C3","Yr3"
"778",23989,9914,"P51323_E","P513","C3","Yr3"
"779",23990,9915,"P51323_N","P513","C3","Yr3"
"780",23991,9916,"P51324_C","P513","C3","Yr3"
"781",23992,9917,"P51324_E","P513","C3","Yr3"
"782",23993,9918,"P51324_N","P513","C3","Yr3"
"783",23994,9919,"P51325_C","P513","C3","Yr3"
"784",23995,9920,"P51325_E","P513","C3","Yr3"
"785",23996,9921,"P51325_N","P513","C3","Yr3"
"786",23997,9922,"P51328_C","P513","C3","Yr3"
"787",23998,9923,"P51328_E","P513","C3","Yr3"
"788",23999,9924,"P51328_N","P513","C3","Yr3"
"789",24000,9925,"P51329_C","P513","C3","Yr3"
"790",24001,9926,"P51329_E","P513","C3","Yr3"
"791",24002,9927,"P51329_N","P513","C3","Yr3"
"792",24003,9928,"P51330_C","P513","C3","Yr3"
"793",24004,9929,"P51330_E","P513","C3","Yr3"
"794",24005,9930,"P51330_N","P513","C3","Yr3"
"795",24006,9931,"P51331_C","P513","C3","Yr3"
"796",24007,9932,"P51331_E","P513","C3","Yr3"
"797",24008,9933,"P51331_N","P513","C3","Yr3"
"798",24009,9934,"P51332_C","P513","C3","Yr3"
"799",24010,9935,"P51332_E","P513","C3","Yr3"
"800",24011,9936,"P51332_N","P513","C3","Yr3"
"801",24012,9937,"P51333_C","P513","C3","Yr3"
"802",24013,9938,"P51333_E","P513","C3","Yr3"
"803",24014,9939,"P51333_N","P513","C3","Yr3"
"804",24015,9940,"P51337_C","P513","C3","Yr3"
"805",24016,9941,"P51337_E","P513","C3","Yr3"
"806",24017,9942,"P51337_N","P513","C3","Yr3"
"807",24018,9943,"P51338_C","P513","C3","Yr3"
"808",24019,9944,"P51338_E","P513","C3","Yr3"
"809",24020,9945,"P51338_N","P513","C3","Yr3"
"810",24021,9946,"P51340_C","P513","C3","Yr3"
"811",24022,9947,"P51340_E","P513","C3","Yr3"
"812",24023,9948,"P51340_N","P513","C3","Yr3"
"813",24024,9949,"P51342_C","P513","C3","Yr3"
"814",24025,9950,"P51342_E","P513","C3","Yr3"
"815",24026,9951,"P51342_N","P513","C3","Yr3"
"816",24027,9952,"P51353_C","P513","C3","Yr3"
"817",24028,9953,"P51353_E","P513","C3","Yr3"
"818",24029,9954,"P51353_N","P513","C3","Yr3"
"819",24030,9955,"P51354_C","P513","C3","Yr3"
"820",24031,9956,"P51354_E","P513","C3","Yr3"
"821",24032,9957,"P51354_N","P513","C3","Yr3"
"822",24033,9958,"P51355_C","P513","C3","Yr3"
"823",24034,9959,"P51355_E","P513","C3","Yr3"
"824",24035,9960,"P51355_N","P513","C3","Yr3"
"825",24036,9961,"P51358_C","P513","C3","Yr3"
"826",24037,9962,"P51358_E","P513","C3","Yr3"
"827",24038,9963,"P51358_N","P513","C3","Yr3"
"828",24039,9964,"P51359_C","P513","C3","Yr3"
"829",24040,9965,"P51359_E","P513","C3","Yr3"
"830",24041,9966,"P51359_N","P513","C3","Yr3"
"831",24042,9967,"P51360_C","P513","C3","Yr3"
"832",24043,9968,"P51360_E","P513","C3","Yr3"
"833",24044,9969,"P51360_N","P513","C3","Yr3"
"834",24045,9970,"P51361_C","P513","C3","Yr3"
"835",24046,9971,"P51361_E","P513","C3","Yr3"
"836",24047,9972,"P51361_N","P513","C3","Yr3"
"837",24048,9973,"P51363_C","P513","C3","Yr3"
"838",24049,9974,"P51363_E","P513","C3","Yr3"
"839",24050,9975,"P51363_N","P513","C3","Yr3"
"840",24051,9976,"P51371_C","P513","C3","Yr3"
"841",24052,9977,"P51371_E","P513","C3","Yr3"
"842",24053,9978,"P51371_N","P513","C3","Yr3"
"843",24054,9979,"P51373_C","P513","C3","Yr3"
"844",24055,9980,"P51373_E","P513","C3","Yr3"
"845",24056,9981,"P51373_N","P513","C3","Yr3"
"846",24057,9982,"P51374_C","P513","C3","Yr3"
"847",24058,9983,"P51374_E","P513","C3","Yr3"
"848",24059,9984,"P51374_N","P513","C3","Yr3"
"849",24733,618,"P00356_C","P003","C3","Yr1"
"850",24734,619,"P00356_E","P003","C3","Yr1"
"851",24735,620,"P00356_N","P003","C3","Yr1"
"852",24736,621,"P00358_C","P003","C3","Yr1"
"853",24737,622,"P00358_E","P003","C3","Yr1"
"854",24738,623,"P00358_N","P003","C3","Yr1"
"855",24739,624,"P00359_C","P003","C3","Yr1"
"856",24740,625,"P00359_E","P003","C3","Yr1"
"857",24741,626,"P00359_N","P003","C3","Yr1"
"858",25256,9985,"P51381_C","P513","C3","Yr3"
"859",25257,9986,"P51381_E","P513","C3","Yr3"
"860",25258,9987,"P51381_N","P513","C3","Yr3"
"861",25259,9988,"P51382_C","P513","C3","Yr3"
"862",25260,9989,"P51382_E","P513","C3","Yr3"
"863",25261,9990,"P51382_N","P513","C3","Yr3"
"864",25262,9991,"P51383_C","P513","C3","Yr3"
"865",25263,9992,"P51383_E","P513","C3","Yr3"
"866",25264,9993,"P51383_N","P513","C3","Yr3"
"867",25265,9994,"P51384_C","P513","C3","Yr3"
"868",25266,9995,"P51384_E","P513","C3","Yr3"
"869",25267,9996,"P51384_N","P513","C3","Yr3"
"870",25268,9997,"P51385_C","P513","C3","Yr3"
"871",25269,9998,"P51385_E","P513","C3","Yr3"
"872",25270,9999,"P51385_N","P513","C3","Yr3"
"873",25271,10000,"P51387_C","P513","C3","Yr3"
"874",25272,10001,"P51387_E","P513","C3","Yr3"
"875",25273,10002,"P51387_N","P513","C3","Yr3"
"876",25274,10003,"P51389_C","P513","C3","Yr3"
"877",25275,10004,"P51389_E","P513","C3","Yr3"
"878",25276,10005,"P51389_N","P513","C3","Yr3"
"879",25277,10006,"P51392_C","P513","C3","Yr3"
"880",25278,10007,"P51392_E","P513","C3","Yr3"
"881",25279,10008,"P51392_N","P513","C3","Yr3"
"882",25280,10009,"P51393_C","P513","C3","Yr3"
"883",25281,10010,"P51393_E","P513","C3","Yr3"
"884",25282,10011,"P51393_N","P513","C3","Yr3"
